Metadata_Plate,Metadata_Well,assay_type,food_conc_OD,food_type,diluent,diluent_concentration_perc,drug,concentration_um,drug_stock_prep_date,drug_prep_method,strain,bleach,well_censor,well_censor_reason,
p021,A01,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,N2,1,,,
p021,A02,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,N2,1,,,
p021,A03,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,N2,1,,,
p021,A04,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,N2,1,,,
p021,A05,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,N2,1,,,
p021,A06,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,N2,1,,,
p021,A07,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,N2,1,,,
p021,A08,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,N2,1,,,
p021,A09,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,N2,1,,,
p021,A10,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,N2,1,,,
p021,A11,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,N2,1,,,
p021,A12,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,N2,1,,,
p021,B01,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,N2,1,,,
p021,B02,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,N2,1,,,
p021,B03,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,N2,1,,,
p021,B04,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,N2,1,,,
p021,B05,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,N2,1,,,
p021,B06,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,N2,1,,,
p021,B07,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,N2,1,,,
p021,B08,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,N2,1,,,
p021,B09,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,N2,1,,,
p021,B10,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,N2,1,,,
p021,B11,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,N2,1,,,
p021,B12,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,N2,1,,,
p021,E01,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,N2,1,,,
p021,E02,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,N2,1,,,
p021,E03,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,N2,1,,,
p021,E04,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,N2,1,,,
p021,E05,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,N2,1,,,
p021,E06,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,N2,1,,,
p021,E07,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,N2,1,,,
p021,E08,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,N2,1,,,
p021,E09,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,N2,1,,,
p021,E10,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,N2,1,,,
p021,E11,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,N2,1,,,
p021,E12,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,N2,1,,,
p021,F01,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,N2,1,,,
p021,F02,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,N2,1,,,
p021,F03,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,N2,1,,,
p021,F04,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,N2,1,,,
p021,F05,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,N2,1,,,
p021,F06,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,N2,1,,,
p021,F07,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,N2,1,,,
p021,F08,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,N2,1,,,
p021,F09,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,N2,1,,,
p021,F10,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,N2,1,,,
p021,F11,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,N2,1,,,
p021,F12,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,N2,1,,,
p022,A01,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,N2,1,,,
p022,A02,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,N2,1,,,
p022,A03,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,N2,1,,,
p022,A04,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,N2,1,,,
p022,A05,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,N2,1,,,
p022,A06,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,N2,1,,,
p022,A07,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,N2,1,,,
p022,A08,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,N2,1,,,
p022,A09,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,N2,1,,,
p022,A10,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,N2,1,,,
p022,A11,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,N2,1,,,
p022,A12,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,N2,1,,,
p022,B01,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,N2,1,,,
p022,B02,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,N2,1,,,
p022,B03,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,N2,1,,,
p022,B04,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,N2,1,,,
p022,B05,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,N2,1,,,
p022,B06,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,N2,1,,,
p022,B07,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,N2,1,,,
p022,B08,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,N2,1,,,
p022,B09,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,N2,1,,,
p022,B10,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,N2,1,,,
p022,B11,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,N2,1,,,
p022,B12,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,N2,1,,,
p022,E01,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,N2,1,,,
p022,E02,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,N2,1,,,
p022,E03,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,N2,1,,,
p022,E04,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,N2,1,,,
p022,E05,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,N2,1,,,
p022,E06,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,N2,1,,,
p022,E07,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,N2,1,,,
p022,E08,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,N2,1,,,
p022,E09,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,N2,1,,,
p022,E10,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,N2,1,,,
p022,E11,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,N2,1,,,
p022,E12,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,N2,1,,,
p022,F01,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,N2,1,,,
p022,F02,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,N2,1,,,
p022,F03,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,N2,1,,,
p022,F04,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,N2,1,,,
p022,F05,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,N2,1,,,
p022,F06,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,N2,1,,,
p022,F07,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,N2,1,,,
p022,F08,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,N2,1,,,
p022,F09,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,N2,1,,,
p022,F10,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,N2,1,,,
p022,F11,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,N2,1,,,
p022,F12,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,N2,1,,,
p023,A01,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,N2,1,,,
p023,A02,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,N2,1,,,
p023,A03,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,N2,1,,,
p023,A04,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,N2,1,,,
p023,A05,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,N2,1,,,
p023,A06,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,N2,1,,,
p023,A07,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,N2,1,,,
p023,A08,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,N2,1,,,
p023,A09,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,N2,1,,,
p023,A10,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,N2,1,,,
p023,A11,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,N2,1,,,
p023,A12,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,N2,1,,,
p023,B01,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,N2,1,,,
p023,B02,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,N2,1,,,
p023,B03,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,N2,1,,,
p023,B04,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,N2,1,,,
p023,B05,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,N2,1,,,
p023,B06,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,N2,1,,,
p023,B07,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,N2,1,,,
p023,B08,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,N2,1,,,
p023,B09,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,N2,1,,,
p023,B10,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,N2,1,,,
p023,B11,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,N2,1,,,
p023,B12,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,N2,1,,,
p023,E01,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,N2,1,,,
p023,E02,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,N2,1,,,
p023,E03,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,N2,1,,,
p023,E04,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,N2,1,,,
p023,E05,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,N2,1,,,
p023,E06,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,N2,1,,,
p023,E07,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,N2,1,,,
p023,E08,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,N2,1,,,
p023,E09,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,N2,1,,,
p023,E10,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,N2,1,,,
p023,E11,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,N2,1,,,
p023,E12,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,N2,1,,,
p023,F01,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,N2,1,,,
p023,F02,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,N2,1,,,
p023,F03,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,N2,1,,,
p023,F04,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,N2,1,,,
p023,F05,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,N2,1,,,
p023,F06,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,N2,1,,,
p023,F07,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,N2,1,,,
p023,F08,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,N2,1,,,
p023,F09,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,N2,1,,,
p023,F10,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,N2,1,,,
p023,F11,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,N2,1,,,
p023,F12,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,N2,1,,,
p024,A01,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2688,1,,,
p024,A02,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2688,1,,,
p024,A03,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2688,1,,,
p024,A04,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2688,1,,,
p024,A05,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2688,1,,,
p024,A06,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2688,1,,,
p024,A07,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2688,1,,,
p024,A08,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2688,1,,,
p024,A09,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2688,1,,,
p024,A10,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2688,1,,,
p024,A11,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2688,1,,,
p024,A12,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2688,1,,,
p024,B01,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2688,1,,,
p024,B02,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2688,1,,,
p024,B03,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2688,1,,,
p024,B04,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2688,1,,,
p024,B05,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2688,1,,,
p024,B06,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2688,1,,,
p024,B07,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2688,1,,,
p024,B08,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2688,1,,,
p024,B09,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2688,1,,,
p024,B10,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2688,1,,,
p024,B11,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2688,1,,,
p024,B12,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2688,1,,,
p024,E01,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2688,1,,,
p024,E02,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2688,1,,,
p024,E03,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2688,1,,,
p024,E04,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2688,1,,,
p024,E05,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2688,1,,,
p024,E06,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2688,1,,,
p024,E07,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2688,1,,,
p024,E08,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2688,1,,,
p024,E09,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2688,1,,,
p024,E10,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2688,1,,,
p024,E11,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2688,1,,,
p024,E12,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2688,1,,,
p024,F01,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2688,1,,,
p024,F02,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2688,1,,,
p024,F03,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2688,1,,,
p024,F04,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2688,1,,,
p024,F05,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2688,1,,,
p024,F06,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2688,1,,,
p024,F07,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2688,1,,,
p024,F08,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2688,1,,,
p024,F09,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2688,1,,,
p024,F10,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2688,1,,,
p024,F11,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2688,1,,,
p024,F12,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2688,1,,,
p025,A01,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2688,1,,,
p025,A02,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2688,1,,,
p025,A03,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2688,1,,,
p025,A04,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2688,1,,,
p025,A05,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2688,1,,,
p025,A06,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2688,1,,,
p025,A07,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2688,1,,,
p025,A08,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2688,1,,,
p025,A09,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2688,1,,,
p025,A10,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2688,1,,,
p025,A11,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2688,1,,,
p025,A12,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2688,1,,,
p025,B01,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2688,1,,,
p025,B02,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2688,1,,,
p025,B03,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2688,1,,,
p025,B04,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2688,1,,,
p025,B05,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2688,1,,,
p025,B06,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2688,1,,,
p025,B07,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2688,1,,,
p025,B08,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2688,1,,,
p025,B09,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2688,1,,,
p025,B10,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2688,1,,,
p025,B11,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2688,1,,,
p025,B12,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2688,1,,,
p025,E01,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2688,1,,,
p025,E02,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2688,1,,,
p025,E03,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2688,1,,,
p025,E04,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2688,1,,,
p025,E05,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2688,1,,,
p025,E06,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2688,1,,,
p025,E07,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2688,1,,,
p025,E08,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2688,1,,,
p025,E09,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2688,1,,,
p025,E10,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2688,1,,,
p025,E11,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2688,1,,,
p025,E12,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2688,1,,,
p025,F01,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2688,1,,,
p025,F02,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2688,1,,,
p025,F03,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2688,1,,,
