Metadata_Plate,Metadata_Well,assay_type,food_conc_OD,food_type,diluent,diluent_concentration_perc,drug,concentration_um,drug_stock_prep_date,drug_prep_method,strain,bleach,well_censor,well_censor_reason,
p040,F07,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2687,1,,,
p040,F08,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2687,1,,,
p040,F09,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2687,1,,,
p040,F10,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2687,1,,,
p040,F11,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2687,1,,,
p040,F12,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2687,1,,,
p041,A01,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2687,1,,,
p041,A02,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2687,1,,,
p041,A03,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2687,1,,,
p041,A04,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2687,1,,,
p041,A05,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2687,1,,,
p041,A06,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2687,1,,,
p041,A07,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2687,1,,,
p041,A08,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2687,1,,,
p041,A09,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2687,1,,,
p041,A10,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2687,1,,,
p041,A11,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2687,1,,,
p041,A12,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2687,1,,,
p041,B01,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2687,1,,,
p041,B02,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2687,1,,,
p041,B03,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2687,1,,,
p041,B04,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2687,1,,,
p041,B05,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2687,1,,,
p041,B06,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2687,1,,,
p041,B07,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2687,1,,,
p041,B08,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2687,1,,,
p041,B09,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2687,1,,,
p041,B10,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2687,1,,,
p041,B11,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2687,1,,,
p041,B12,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2687,1,,,
p041,E01,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2687,1,,,
p041,E02,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2687,1,,,
p041,E03,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2687,1,,,
p041,E04,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2687,1,,,
p041,E05,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2687,1,,,
p041,E06,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2687,1,,,
p041,E07,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2687,1,,,
p041,E08,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2687,1,,,
p041,E09,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2687,1,,,
p041,E10,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2687,1,,,
p041,E11,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2687,1,,,
p041,E12,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2687,1,,,
p041,F01,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2687,1,,,
p041,F02,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2687,1,,,
p041,F03,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2687,1,,,
p041,F04,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2687,1,,,
p041,F05,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2687,1,,,
p041,F06,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2687,1,,,
p041,F07,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2687,1,,,
p041,F08,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2687,1,,,
p041,F09,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2687,1,,,
p041,F10,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2687,1,,,
p041,F11,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2687,1,,,
p041,F12,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2687,1,,,
p042,A01,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2687,1,,,
p042,A02,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2687,1,,,
p042,A03,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2687,1,,,
p042,A04,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2687,1,,,
p042,A05,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2687,1,,,
p042,A06,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2687,1,,,
p042,A07,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2687,1,,,
p042,A08,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2687,1,,,
p042,A09,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2687,1,,,
p042,A10,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2687,1,,,
p042,A11,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2687,1,,,
p042,A12,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2687,1,,,
p042,B01,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2687,1,,,
p042,B02,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2687,1,,,
p042,B03,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2687,1,,,
p042,B04,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2687,1,,,
p042,B05,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2687,1,,,
p042,B06,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2687,1,,,
p042,B07,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2687,1,,,
p042,B08,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2687,1,,,
p042,B09,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2687,1,,,
p042,B10,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2687,1,,,
p042,B11,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2687,1,,,
p042,B12,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,ECA2687,1,,,
p042,E01,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2687,1,,,
p042,E02,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2687,1,,,
p042,E03,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2687,1,,,
p042,E04,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2687,1,,,
p042,E05,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2687,1,,,
p042,E06,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2687,1,,,
p042,E07,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2687,1,,,
p042,E08,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2687,1,,,
p042,E09,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2687,1,,,
p042,E10,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2687,1,,,
p042,E11,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2687,1,,,
p042,E12,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2687,1,,,
p042,F01,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2687,1,,,
p042,F02,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2687,1,,,
p042,F03,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2687,1,,,
p042,F04,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2687,1,,,
p042,F05,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2687,1,,,
p042,F06,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2687,1,,,
p042,F07,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2687,1,,,
p042,F08,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2687,1,,,
p042,F09,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2687,1,,,
p042,F10,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2687,1,,,
p042,F11,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2687,1,,,
p042,F12,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,ECA2687,1,,,
p046,A01,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,PHX2502,1,,,
p046,A02,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,PHX2502,1,,,
p046,A03,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,PHX2502,1,,,
p046,A04,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,PHX2502,1,,,
p046,A05,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,PHX2502,1,,,
p046,A06,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,PHX2502,1,,,
p046,A07,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,PHX2502,1,,,
p046,A08,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,PHX2502,1,,,
p046,A09,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,PHX2502,1,,,
p046,A10,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,PHX2502,1,,,
p046,A11,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,PHX2502,1,,,
p046,A12,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,PHX2502,1,,,
p046,B01,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,PHX2502,1,,,
p046,B02,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,PHX2502,1,,,
p046,B03,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,PHX2502,1,,,
p046,B04,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,PHX2502,1,,,
p046,B05,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,PHX2502,1,,,
p046,B06,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,PHX2502,1,,,
p046,B07,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,PHX2502,1,,,
p046,B08,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,PHX2502,1,,,
p046,B09,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,PHX2502,1,,,
p046,B10,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,PHX2502,1,,,
p046,B11,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,PHX2502,1,,,
p046,B12,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,PHX2502,1,,,
p046,E01,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,PHX2502,1,,,
p046,E02,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,PHX2502,1,,,
p046,E03,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,PHX2502,1,,,
p046,E04,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,PHX2502,1,,,
p046,E05,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,PHX2502,1,,,
p046,E06,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,PHX2502,1,,,
p046,E07,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,PHX2502,1,,,
p046,E08,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,PHX2502,1,,,
p046,E09,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,PHX2502,1,,,
p046,E10,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,PHX2502,1,,,
p046,E11,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,PHX2502,1,,,
p046,E12,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,PHX2502,1,,,
p046,F01,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,PHX2502,1,,,
p046,F02,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,PHX2502,1,,,
p046,F03,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,PHX2502,1,,,
p046,F04,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,PHX2502,1,,,
p046,F05,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,PHX2502,1,,,
p046,F06,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,PHX2502,1,,,
p046,F07,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,PHX2502,1,,,
p046,F08,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,PHX2502,1,,,
p046,F09,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,PHX2502,1,,,
p046,F10,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,PHX2502,1,,,
p046,F11,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,PHX2502,1,,,
p046,F12,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,PHX2502,1,,,
p047,A01,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,PHX2502,1,,,
p047,A02,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,PHX2502,1,,,
p047,A03,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,PHX2502,1,,,
p047,A04,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,PHX2502,1,,,
p047,A05,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,PHX2502,1,,,
p047,A06,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,PHX2502,1,,,
p047,A07,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,PHX2502,1,,,
p047,A08,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,PHX2502,1,,,
p047,A09,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,PHX2502,1,,,
p047,A10,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,PHX2502,1,,,
p047,A11,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,PHX2502,1,,,
p047,A12,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,PHX2502,1,,,
p047,B01,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,PHX2502,1,,,
p047,B02,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,PHX2502,1,,,
p047,B03,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,PHX2502,1,,,
p047,B04,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,PHX2502,1,,,
p047,B05,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,PHX2502,1,,,
p047,B06,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,PHX2502,1,,,
p047,B07,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,PHX2502,1,,,
p047,B08,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,PHX2502,1,,,
p047,B09,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,PHX2502,1,,,
p047,B10,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,PHX2502,1,,,
p047,B11,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,PHX2502,1,,,
p047,B12,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,PHX2502,1,,,
p047,E01,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,PHX2502,1,,,
p047,E02,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,PHX2502,1,,,
p047,E03,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,PHX2502,1,,,
p047,E04,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,PHX2502,1,,,
p047,E05,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,PHX2502,1,,,
p047,E06,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,PHX2502,1,,,
p047,E07,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,PHX2502,1,,,
p047,E08,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,PHX2502,1,,,
p047,E09,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,PHX2502,1,,,
p047,E10,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,PHX2502,1,,,
p047,E11,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,PHX2502,1,,,
p047,E12,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,PHX2502,1,,,
p047,F01,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,PHX2502,1,,,
p047,F02,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,PHX2502,1,,,
p047,F03,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,PHX2502,1,,,
p047,F04,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,PHX2502,1,,,
p047,F05,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,PHX2502,1,,,
p047,F06,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,PHX2502,1,,,
p047,F07,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,PHX2502,1,,,
p047,F08,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,PHX2502,1,,,
p047,F09,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,PHX2502,1,,,
p047,F10,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,PHX2502,1,,,
p047,F11,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,PHX2502,1,,,
p047,F12,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,PHX2502,1,,,
p048,A01,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,PHX2502,1,,,
p048,A02,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,PHX2502,1,,,
p048,A03,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,PHX2502,1,,,
p048,A04,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,PHX2502,1,,,
p048,A05,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,PHX2502,1,,,
p048,A06,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,PHX2502,1,,,
p048,A07,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,PHX2502,1,,,
p048,A08,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,PHX2502,1,,,
p048,A09,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,PHX2502,1,,,
p048,A10,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,PHX2502,1,,,
p048,A11,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,PHX2502,1,,,
p048,A12,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,PHX2502,1,,,
p048,B01,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,PHX2502,1,,,
p048,B02,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,PHX2502,1,,,
p048,B03,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,PHX2502,1,,,
p048,B04,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,PHX2502,1,,,
p048,B05,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,PHX2502,1,,,
p048,B06,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,PHX2502,1,,,
p048,B07,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,PHX2502,1,,,
p048,B08,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,PHX2502,1,,,
p048,B09,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,PHX2502,1,,,
p048,B10,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,PHX2502,1,,,
p048,B11,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,PHX2502,1,,,
p048,B12,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0,,,PHX2502,1,,,
p048,E01,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,PHX2502,1,,,
p048,E02,48h,10,15h_HB101_OD100_20221214_ESAS,DMSO,1,ivermectin_50,0.5,,,PHX2502,1,,,
