sample,total_offspring_1,total_offspring_2,total_offspring_3,total_offspring_4,date_starved,condition,strain,set,date_mother_on_plate,days_to_starvation,replicate,avg_total_offspring,mean.x,sd.x,lifetime_mean,null.value,estimate,conf.low,conf.high,p.adj,p.adj.signif,group1,group2
IVM.B.S5.R1,1,1,1,1,7/17/23,ivermectin,ECA882,5,7/7/23,10,1,1,3.35,4.320815252,326.775,0,-2.488888889,-11.68812465,6.710346875,0.994,ns,ECA882,N2
IVM.B.S5.R2,0,0,0,1,7/27/23,ivermectin,ECA882,5,7/7/23,20,2,0.25,3.35,4.320815252,326.775,0,-2.488888889,-11.68812465,6.710346875,0.994,ns,ECA882,N2
IVM.B.S5.R3,7,9,6,8,7/15/23,ivermectin,ECA882,5,7/7/23,8,3,7.5,3.35,4.320815252,326.775,0,-2.488888889,-11.68812465,6.710346875,0.994,ns,ECA882,N2
IVM.B.S5.R4,2,2,2,2,7/16/23,ivermectin,ECA882,5,7/7/23,9,4,2,3.35,4.320815252,326.775,0,-2.488888889,-11.68812465,6.710346875,0.994,ns,ECA882,N2
IVM.B.S5.R5,1,1,1,2,7/17/23,ivermectin,ECA882,5,7/7/23,10,5,1.25,3.35,4.320815252,326.775,0,-2.488888889,-11.68812465,6.710346875,0.994,ns,ECA882,N2
IVM.B.S5.R6,14,14,13,13,7/17/23,ivermectin,ECA882,5,7/7/23,10,6,13.5,3.35,4.320815252,326.775,0,-2.488888889,-11.68812465,6.710346875,0.994,ns,ECA882,N2
IVM.B.S5.R7,1,1,1,2,7/16/23,ivermectin,ECA882,5,7/7/23,9,7,1.25,3.35,4.320815252,326.775,0,-2.488888889,-11.68812465,6.710346875,0.994,ns,ECA882,N2
IVM.B.S5.R8,6,6,5,6,7/15/23,ivermectin,ECA882,5,7/7/23,8,8,5.75,3.35,4.320815252,326.775,0,-2.488888889,-11.68812465,6.710346875,0.994,ns,ECA882,N2
IVM.B.S5.R9,1,0,0,1,7/16/23,ivermectin,ECA882,5,7/7/23,9,9,0.5,3.35,4.320815252,326.775,0,-2.488888889,-11.68812465,6.710346875,0.994,ns,ECA882,N2
IVM.B.S5.R10,0,0,0,2,7/18/23,ivermectin,ECA882,5,7/7/23,11,10,0.5,3.35,4.320815252,326.775,0,-2.488888889,-11.68812465,6.710346875,0.994,ns,ECA882,N2
IVM.A.S5.R1,0,0,0,0,7/27/23,ivermectin,N2,5,7/7/23,20,1,0,1.15,1.453921899,258.525,,,,,,,N2,N2
IVM.A.S5.R2,1,2,0,1,7/18/23,ivermectin,N2,5,7/7/23,11,2,1,1.15,1.453921899,258.525,,,,,,,N2,N2
IVM.A.S5.R3,0,0,0,0,7/17/23,ivermectin,N2,5,7/7/23,10,3,0,1.15,1.453921899,258.525,,,,,,,N2,N2
IVM.A.S5.R4,0,0,0,0,7/27/23,ivermectin,N2,5,7/7/23,20,4,0,1.15,1.453921899,258.525,,,,,,,N2,N2
IVM.A.S5.R5,1,1,0,1,7/18/23,ivermectin,N2,5,7/7/23,11,5,0.75,1.15,1.453921899,258.525,,,,,,,N2,N2
IVM.A.S5.R6,2,3,3,4,7/16/23,ivermectin,N2,5,7/7/23,9,6,3,1.15,1.453921899,258.525,,,,,,,N2,N2
IVM.A.S5.R8,3,2,2,4,7/16/23,ivermectin,N2,5,7/7/23,9,8,2.75,1.15,1.453921899,258.525,,,,,,,N2,N2
IVM.A.S5.R9,0,0,0,0,7/18/23,ivermectin,N2,5,7/7/23,11,9,0,1.15,1.453921899,258.525,,,,,,,N2,N2
IVM.A.S5.R10,0,0,0,1,7/16/23,ivermectin,N2,5,7/7/23,9,10,0.25,1.15,1.453921899,258.525,,,,,,,N2,N2
IVM.E.S5.R1,10,12,9,12,7/14/23,ivermectin,PHX2481,5,7/7/23,7,1,10.75,5.575,5.854781996,250.175,0,5.027777778,-4.410438972,14.46599453,0.743,ns,PHX2481,N2
IVM.E.S5.R2,16,19,17,20,7/14/23,ivermectin,PHX2481,5,7/7/23,7,2,18,5.575,5.854781996,250.175,0,5.027777778,-4.410438972,14.46599453,0.743,ns,PHX2481,N2
IVM.E.S5.R3,11,11,10,13,7/14/23,ivermectin,PHX2481,5,7/7/23,7,3,11.25,5.575,5.854781996,250.175,0,5.027777778,-4.410438972,14.46599453,0.743,ns,PHX2481,N2
IVM.E.S5.R4,3,3,2,3,7/16/23,ivermectin,PHX2481,5,7/7/23,9,4,2.75,5.575,5.854781996,250.175,0,5.027777778,-4.410438972,14.46599453,0.743,ns,PHX2481,N2
IVM.E.S5.R5,0,0,0,0,NA,ivermectin,PHX2481,5,7/7/23,06/23/1776,5,0,5.575,5.854781996,250.175,0,5.027777778,-4.410438972,14.46599453,0.743,ns,PHX2481,N2
IVM.E.S5.R7,4,4,4,5,7/15/23,ivermectin,PHX2481,5,7/7/23,8,7,4.25,5.575,5.854781996,250.175,0,5.027777778,-4.410438972,14.46599453,0.743,ns,PHX2481,N2
IVM.E.S5.R8,4,5,3,4,7/15/23,ivermectin,PHX2481,5,7/7/23,8,8,4,5.575,5.854781996,250.175,0,5.027777778,-4.410438972,14.46599453,0.743,ns,PHX2481,N2
IVM.E.S5.R9,0,0,0,0,7/27/23,ivermectin,PHX2481,5,7/7/23,20,9,0,5.575,5.854781996,250.175,0,5.027777778,-4.410438972,14.46599453,0.743,ns,PHX2481,N2
IVM.E.S5.R10,2,2,2,2,7/15/23,ivermectin,PHX2481,5,7/7/23,8,10,2,5.575,5.854781996,250.175,0,5.027777778,-4.410438972,14.46599453,0.743,ns,PHX2481,N2
IVM.D.S5.R1,4,5,4,5,7/19/23,ivermectin,PHX2502,5,7/7/23,12,1,4.5,6.55,6.858490278,107.85,0,5.96031746,-4.129560659,16.05019558,0.624,ns,PHX2502,N2
IVM.D.S5.R2,0,0,0,0,NA,ivermectin,PHX2502,5,7/7/23,06/23/1776,2,0,6.55,6.858490278,107.85,0,5.96031746,-4.129560659,16.05019558,0.624,ns,PHX2502,N2
IVM.D.S5.R3,19,19,16,19,7/17/23,ivermectin,PHX2502,5,7/7/23,10,3,18.25,6.55,6.858490278,107.85,0,5.96031746,-4.129560659,16.05019558,0.624,ns,PHX2502,N2
IVM.D.S5.R4,12,9,8,11,7/17/23,ivermectin,PHX2502,5,7/7/23,10,4,10,6.55,6.858490278,107.85,0,5.96031746,-4.129560659,16.05019558,0.624,ns,PHX2502,N2
IVM.D.S5.R6,0,0,0,0,NA,ivermectin,PHX2502,5,7/7/23,06/23/1776,6,0,6.55,6.858490278,107.85,0,5.96031746,-4.129560659,16.05019558,0.624,ns,PHX2502,N2
IVM.D.S5.R7,0,0,0,0,NA,ivermectin,PHX2502,5,7/7/23,06/23/1776,7,0,6.55,6.858490278,107.85,0,5.96031746,-4.129560659,16.05019558,0.624,ns,PHX2502,N2
IVM.D.S5.R10,16,15,12,17,NA,ivermectin,PHX2502,5,7/7/23,06/23/1776,10,15,6.55,6.858490278,107.85,0,5.96031746,-4.129560659,16.05019558,0.624,ns,PHX2502,N2
IVM.C.S5.R1,1,1,1,1,7/18/23,ivermectin,PHX2647,5,7/7/23,11,1,1,2.6,4.799016103,256.575,0,1.738888889,-7.460346875,10.93812465,1,ns,PHX2647,N2
IVM.C.S5.R2,15,16,15,16,7/14/23,ivermectin,PHX2647,5,7/7/23,7,2,15.5,2.6,4.799016103,256.575,0,1.738888889,-7.460346875,10.93812465,1,ns,PHX2647,N2
IVM.C.S5.R3,0,0,0,0,7/18/23,ivermectin,PHX2647,5,7/7/23,11,3,0,2.6,4.799016103,256.575,0,1.738888889,-7.460346875,10.93812465,1,ns,PHX2647,N2
IVM.C.S5.R4,2,7,1,4,7/17/23,ivermectin,PHX2647,5,7/7/23,10,4,3.5,2.6,4.799016103,256.575,0,1.738888889,-7.460346875,10.93812465,1,ns,PHX2647,N2
IVM.C.S5.R5,0,0,0,0,7/27/23,ivermectin,PHX2647,5,7/7/23,20,5,0,2.6,4.799016103,256.575,0,1.738888889,-7.460346875,10.93812465,1,ns,PHX2647,N2
IVM.C.S5.R6,0,0,0,0,7/27/23,ivermectin,PHX2647,5,7/7/23,20,6,0,2.6,4.799016103,256.575,0,1.738888889,-7.460346875,10.93812465,1,ns,PHX2647,N2
IVM.C.S5.R7,4,5,4,5,7/16/23,ivermectin,PHX2647,5,7/7/23,9,7,4.5,2.6,4.799016103,256.575,0,1.738888889,-7.460346875,10.93812465,1,ns,PHX2647,N2
IVM.C.S5.R8,1,1,0,1,7/17/23,ivermectin,PHX2647,5,7/7/23,10,8,0.75,2.6,4.799016103,256.575,0,1.738888889,-7.460346875,10.93812465,1,ns,PHX2647,N2
IVM.C.S5.R9,0,0,0,0,7/27/23,ivermectin,PHX2647,5,7/7/23,20,9,0,2.6,4.799016103,256.575,0,1.738888889,-7.460346875,10.93812465,1,ns,PHX2647,N2
IVM.C.S5.R10,0,0,0,3,7/27/23,ivermectin,PHX2647,5,7/7/23,20,10,0.75,2.6,4.799016103,256.575,0,1.738888889,-7.460346875,10.93812465,1,ns,PHX2647,N2
IVM.A.S2.R1,1,73,1,1,7/13/23,ivermectin,N2,2,7/4/23,9,1,19,81.775,24.82898452,258.525,,,,,,,N2,N2
IVM.A.S2.R2,99,93,94,97,7/10/23,ivermectin,N2,2,7/4/23,6,2,95.75,81.775,24.82898452,258.525,,,,,,,N2,N2
IVM.A.S2.R3,94,90,79,87,7/10/23,ivermectin,N2,2,7/4/23,6,3,87.5,81.775,24.82898452,258.525,,,,,,,N2,N2
IVM.A.S2.R4,98,97,95,103,7/10/23,ivermectin,N2,2,7/4/23,6,4,98.25,81.775,24.82898452,258.525,,,,,,,N2,N2
IVM.A.S2.R5,98,96,94,97,NA,ivermectin,N2,2,7/4/23,06/26/1776,5,96.25,81.775,24.82898452,258.525,,,,,,,N2,N2
IVM.A.S2.R6,62,54,60,56,7/10/23,ivermectin,N2,2,7/4/23,6,6,58,81.775,24.82898452,258.525,,,,,,,N2,N2
IVM.A.S2.R8,94,89,92,93,7/10/23,ivermectin,N2,2,7/4/23,6,8,92,81.775,24.82898452,258.525,,,,,,,N2,N2
IVM.A.S2.R9,93,88,84,93,7/10/23,ivermectin,N2,2,7/4/23,6,9,89.5,81.775,24.82898452,258.525,,,,,,,N2,N2
IVM.A.S2.R10,95,88,84,88,7/10/23,ivermectin,N2,2,7/4/23,6,10,88.75,81.775,24.82898452,258.525,,,,,,,N2,N2
IVM.B.S2.R1,96,83,89,91,7/10/23,ivermectin,ECA882,2,7/4/23,6,1,89.75,84.85,15.29351715,326.775,0,-4.294444444,-25.56985329,16.9809644,0.999,ns,ECA882,N2
IVM.B.S2.R2,85,76,79,82,7/10/23,ivermectin,ECA882,2,7/4/23,6,2,80.5,84.85,15.29351715,326.775,0,-4.294444444,-25.56985329,16.9809644,0.999,ns,ECA882,N2
IVM.B.S2.R3,84,78,80,81,7/10/23,ivermectin,ECA882,2,7/4/23,6,3,80.75,84.85,15.29351715,326.775,0,-4.294444444,-25.56985329,16.9809644,0.999,ns,ECA882,N2
IVM.B.S2.R4,88,79,80,89,7/10/23,ivermectin,ECA882,2,7/4/23,6,4,84,84.85,15.29351715,326.775,0,-4.294444444,-25.56985329,16.9809644,0.999,ns,ECA882,N2
IVM.B.S2.R5,114,102,95,107,7/10/23,ivermectin,ECA882,2,7/4/23,6,5,104.5,84.85,15.29351715,326.775,0,-4.294444444,-25.56985329,16.9809644,0.999,ns,ECA882,N2
IVM.B.S2.R6,102,97,94,102,7/10/23,ivermectin,ECA882,2,7/4/23,6,6,98.75,84.85,15.29351715,326.775,0,-4.294444444,-25.56985329,16.9809644,0.999,ns,ECA882,N2
IVM.B.S2.R7,64,51,58,68,7/10/23,ivermectin,ECA882,2,7/4/23,6,7,60.25,84.85,15.29351715,326.775,0,-4.294444444,-25.56985329,16.9809644,0.999,ns,ECA882,N2
IVM.B.S2.R8,99,94,94,97,7/10/23,ivermectin,ECA882,2,7/4/23,6,8,96,84.85,15.29351715,326.775,0,-4.294444444,-25.56985329,16.9809644,0.999,ns,ECA882,N2
IVM.B.S2.R9,98,91,92,97,7/10/23,ivermectin,ECA882,2,7/4/23,6,9,94.5,84.85,15.29351715,326.775,0,-4.294444444,-25.56985329,16.9809644,0.999,ns,ECA882,N2
IVM.B.S2.R10,65,52,58,63,7/11/23,ivermectin,ECA882,2,7/4/23,7,10,59.5,84.85,15.29351715,326.775,0,-4.294444444,-25.56985329,16.9809644,0.999,ns,ECA882,N2
IVM.C.S2.R1,85,75,80,85,7/10/23,ivermectin,PHX2647,2,7/4/23,6,1,81.25,79.75,11.35414755,256.575,0,-0.805555556,-22.0809644,20.46985329,1,ns,PHX2647,N2
IVM.C.S2.R2,91,90,91,94,7/10/23,ivermectin,PHX2647,2,7/4/23,6,2,91.5,79.75,11.35414755,256.575,0,-0.805555556,-22.0809644,20.46985329,1,ns,PHX2647,N2
IVM.C.S2.R3,88,75,71,84,7/10/23,ivermectin,PHX2647,2,7/4/23,6,3,79.5,79.75,11.35414755,256.575,0,-0.805555556,-22.0809644,20.46985329,1,ns,PHX2647,N2
IVM.C.S2.R4,67,63,62,63,7/10/23,ivermectin,PHX2647,2,7/4/23,6,4,63.75,79.75,11.35414755,256.575,0,-0.805555556,-22.0809644,20.46985329,1,ns,PHX2647,N2
IVM.C.S2.R5,108,98,91,105,7/10/23,ivermectin,PHX2647,2,7/4/23,6,5,100.5,79.75,11.35414755,256.575,0,-0.805555556,-22.0809644,20.46985329,1,ns,PHX2647,N2
IVM.C.S2.R6,85,75,73,91,7/10/23,ivermectin,PHX2647,2,7/4/23,6,6,81,79.75,11.35414755,256.575,0,-0.805555556,-22.0809644,20.46985329,1,ns,PHX2647,N2
IVM.C.S2.R7,70,62,64,74,7/11/23,ivermectin,PHX2647,2,7/4/23,7,7,67.5,79.75,11.35414755,256.575,0,-0.805555556,-22.0809644,20.46985329,1,ns,PHX2647,N2
IVM.C.S2.R8,90,86,81,95,7/10/23,ivermectin,PHX2647,2,7/4/23,6,8,88,79.75,11.35414755,256.575,0,-0.805555556,-22.0809644,20.46985329,1,ns,PHX2647,N2
IVM.C.S2.R9,79,67,68,78,7/11/23,ivermectin,PHX2647,2,7/4/23,7,9,73,79.75,11.35414755,256.575,0,-0.805555556,-22.0809644,20.46985329,1,ns,PHX2647,N2
IVM.C.S2.R10,73,67,68,78,7/11/23,ivermectin,PHX2647,2,7/4/23,7,10,71.5,79.75,11.35414755,256.575,0,-0.805555556,-22.0809644,20.46985329,1,ns,PHX2647,N2
IVM.D.S2.R1,55,47,47,53,7/11/23,ivermectin,PHX2502,2,7/4/23,7,1,50.5,35.75,16.01865232,107.85,0,-43.9484127,-67.28364268,-20.61318271,2.18e-06,****,PHX2502,N2
IVM.D.S2.R2,34,25,27,36,7/11/23,ivermectin,PHX2502,2,7/4/23,7,2,30.5,35.75,16.01865232,107.85,0,-43.9484127,-67.28364268,-20.61318271,2.18e-06,****,PHX2502,N2
IVM.D.S2.R3,30,24,28,29,7/12/23,ivermectin,PHX2502,2,7/4/23,8,3,27.75,35.75,16.01865232,107.85,0,-43.9484127,-67.28364268,-20.61318271,2.18e-06,****,PHX2502,N2
IVM.D.S2.R4,58,49,47,62,7/11/23,ivermectin,PHX2502,2,7/4/23,7,4,54,35.75,16.01865232,107.85,0,-43.9484127,-67.28364268,-20.61318271,2.18e-06,****,PHX2502,N2
IVM.D.S2.R6,42,34,40,41,7/12/23,ivermectin,PHX2502,2,7/4/23,8,6,39.25,35.75,16.01865232,107.85,0,-43.9484127,-67.28364268,-20.61318271,2.18e-06,****,PHX2502,N2
IVM.D.S2.R7,24,20,21,23,7/13/23,ivermectin,PHX2502,2,7/4/23,9,7,22,35.75,16.01865232,107.85,0,-43.9484127,-67.28364268,-20.61318271,2.18e-06,****,PHX2502,N2
IVM.D.S2.R10,34,28,33,34,7/12/23,ivermectin,PHX2502,2,7/4/23,8,10,32.25,35.75,16.01865232,107.85,0,-43.9484127,-67.28364268,-20.61318271,2.18e-06,****,PHX2502,N2
IVM.E.S2.R1,85,76,85,87,7/10/23,ivermectin,PHX2481,2,7/4/23,6,1,83.25,82.925,20.97917287,250.175,0,7.138888889,-14.68922002,28.9669978,0.98,ns,PHX2481,N2
IVM.E.S2.R2,88,80,91,94,7/10/23,ivermectin,PHX2481,2,7/4/23,6,2,88.25,82.925,20.97917287,250.175,0,7.138888889,-14.68922002,28.9669978,0.98,ns,PHX2481,N2
IVM.E.S2.R3,97,84,91,109,7/10/23,ivermectin,PHX2481,2,7/4/23,6,3,95.25,82.925,20.97917287,250.175,0,7.138888889,-14.68922002,28.9669978,0.98,ns,PHX2481,N2
IVM.E.S2.R4,89,83,86,92,7/10/23,ivermectin,PHX2481,2,7/4/23,6,4,87.5,82.925,20.97917287,250.175,0,7.138888889,-14.68922002,28.9669978,0.98,ns,PHX2481,N2
IVM.E.S2.R5,86,74,79,88,7/10/23,ivermectin,PHX2481,2,7/4/23,6,5,81.75,82.925,20.97917287,250.175,0,7.138888889,-14.68922002,28.9669978,0.98,ns,PHX2481,N2
IVM.E.S2.R7,64,30,66,69,7/10/23,ivermectin,PHX2481,2,7/4/23,6,7,57.25,82.925,20.97917287,250.175,0,7.138888889,-14.68922002,28.9669978,0.98,ns,PHX2481,N2
IVM.E.S2.R8,87,73,77,87,7/10/23,ivermectin,PHX2481,2,7/4/23,6,8,81,82.925,20.97917287,250.175,0,7.138888889,-14.68922002,28.9669978,0.98,ns,PHX2481,N2
IVM.E.S2.R9,108,92,105,106,7/10/23,ivermectin,PHX2481,2,7/4/23,6,9,102.75,82.925,20.97917287,250.175,0,7.138888889,-14.68922002,28.9669978,0.98,ns,PHX2481,N2
IVM.E.S2.R10,112,110,111,116,7/10/23,ivermectin,PHX2481,2,7/4/23,6,10,112.25,82.925,20.97917287,250.175,0,7.138888889,-14.68922002,28.9669978,0.98,ns,PHX2481,N2
IVM.F.S2.R1,36,41,47,43,7/11/23,ivermectin,ECA2687,2,7/4/23,7,1,41.75,45.95,8.593279027,177.2,0,34.60555556,13.33014671,55.8809644,5.86e-05,****,ECA2687,N2
IVM.F.S2.R2,55,48,51,50,7/11/23,ivermectin,ECA2687,2,7/4/23,7,2,51,45.95,8.593279027,177.2,0,34.60555556,13.33014671,55.8809644,5.86e-05,****,ECA2687,N2
IVM.F.S2.R3,55,50,50,51,7/11/23,ivermectin,ECA2687,2,7/4/23,7,3,51.5,45.95,8.593279027,177.2,0,34.60555556,13.33014671,55.8809644,5.86e-05,****,ECA2687,N2
IVM.F.S2.R4,45,38,39,44,7/11/23,ivermectin,ECA2687,2,7/4/23,7,4,41.5,45.95,8.593279027,177.2,0,34.60555556,13.33014671,55.8809644,5.86e-05,****,ECA2687,N2
IVM.F.S2.R5,39,29,31,32,7/12/23,ivermectin,ECA2687,2,7/4/23,8,5,32.75,45.95,8.593279027,177.2,0,34.60555556,13.33014671,55.8809644,5.86e-05,****,ECA2687,N2
IVM.F.S2.R6,58,48,49,53,7/11/23,ivermectin,ECA2687,2,7/4/23,7,6,52,45.95,8.593279027,177.2,0,34.60555556,13.33014671,55.8809644,5.86e-05,****,ECA2687,N2
IVM.F.S2.R7,36,28,30,34,7/11/23,ivermectin,ECA2687,2,7/4/23,7,7,32,45.95,8.593279027,177.2,0,34.60555556,13.33014671,55.8809644,5.86e-05,****,ECA2687,N2
