sample,total_offspring_1,total_offspring_2,total_offspring_3,total_offspring_4,date_starved,condition,strain,set,date_mother_on_plate,days_to_starvation,replicate,avg_total_offspring,mean.x,sd.x,lifetime_mean,null.value,estimate,conf.low,conf.high,p.adj,p.adj.signif,group1,group2
DMS.B.S4.R6,8,8,8,8,7/13/23,DMSO,ECA882,4,7/6/23,7,6,8,14.525,13.86214369,266.975,0,-5.55,-25.98121314,14.88121314,0.994,ns,ECA882,N2
DMS.B.S4.R7,6,7,6,7,7/14/23,DMSO,ECA882,4,7/6/23,8,7,6.5,14.525,13.86214369,266.975,0,-5.55,-25.98121314,14.88121314,0.994,ns,ECA882,N2
DMS.B.S4.R8,2,2,2,2,7/14/23,DMSO,ECA882,4,7/6/23,8,8,2,14.525,13.86214369,266.975,0,-5.55,-25.98121314,14.88121314,0.994,ns,ECA882,N2
DMS.B.S4.R9,25,26,25,27,7/13/23,DMSO,ECA882,4,7/6/23,7,9,25.75,14.525,13.86214369,266.975,0,-5.55,-25.98121314,14.88121314,0.994,ns,ECA882,N2
DMS.B.S4.R10,19,20,20,22,7/13/23,DMSO,ECA882,4,7/6/23,7,10,20.25,14.525,13.86214369,266.975,0,-5.55,-25.98121314,14.88121314,0.994,ns,ECA882,N2
DMS.A.S4.R1,1,1,2,2,7/15/23,DMSO,N2,4,7/6/23,9,1,1.5,7.2,11.14911556,242.675,,,,,,,N2,N2
DMS.A.S4.R2,16,16,16,17,7/13/23,DMSO,N2,4,7/6/23,7,2,16.25,7.2,11.14911556,242.675,,,,,,,N2,N2
DMS.A.S4.R3,0,0,0,0,NA,DMSO,N2,4,7/6/23,06/24/1776,3,0,7.2,11.14911556,242.675,,,,,,,N2,N2
DMS.A.S4.R4,1,1,3,2,7/14/23,DMSO,N2,4,7/6/23,8,4,1.75,7.2,11.14911556,242.675,,,,,,,N2,N2
DMS.A.S4.R5,3,3,4,3,7/14/23,DMSO,N2,4,7/6/23,8,5,3.25,7.2,11.14911556,242.675,,,,,,,N2,N2
DMS.A.S4.R6,2,2,6,2,7/15/23,DMSO,N2,4,7/6/23,9,6,3,7.2,11.14911556,242.675,,,,,,,N2,N2
DMS.A.S4.R7,7,7,6,7,7/13/23,DMSO,N2,4,7/6/23,7,7,6.75,7.2,11.14911556,242.675,,,,,,,N2,N2
DMS.A.S4.R8,2,2,2,3,7/14/23,DMSO,N2,4,7/6/23,8,8,2.25,7.2,11.14911556,242.675,,,,,,,N2,N2
DMS.A.S4.R9,38,36,33,37,7/12/23,DMSO,N2,4,7/6/23,6,9,36,7.2,11.14911556,242.675,,,,,,,N2,N2
DMS.A.S4.R10,1,1,1,2,7/15/23,DMSO,N2,4,7/6/23,9,10,1.25,7.2,11.14911556,242.675,,,,,,,N2,N2
DMS.E.S4.R1,10,10,9,10,7/13/23,DMSO,PHX2481,4,7/6/23,7,1,9.75,16.175,19.35273811,248.8,0,10.46666667,-9.964546472,30.8978798,0.78,ns,PHX2481,N2
DMS.E.S4.R2,15,16,17,16,7/12/23,DMSO,PHX2481,4,7/6/23,6,2,16,16.175,19.35273811,248.8,0,10.46666667,-9.964546472,30.8978798,0.78,ns,PHX2481,N2
DMS.E.S4.R3,8,9,9,10,7/13/23,DMSO,PHX2481,4,7/6/23,7,3,9,16.175,19.35273811,248.8,0,10.46666667,-9.964546472,30.8978798,0.78,ns,PHX2481,N2
DMS.E.S4.R4,8,8,7,7,7/13/23,DMSO,PHX2481,4,7/6/23,7,4,7.5,16.175,19.35273811,248.8,0,10.46666667,-9.964546472,30.8978798,0.78,ns,PHX2481,N2
DMS.E.S4.R5,0,0,0,1,7/15/23,DMSO,PHX2481,4,7/6/23,9,5,0.25,16.175,19.35273811,248.8,0,10.46666667,-9.964546472,30.8978798,0.78,ns,PHX2481,N2
DMS.E.S4.R6,3,4,3,4,7/13/23,DMSO,PHX2481,4,7/6/23,7,6,3.5,16.175,19.35273811,248.8,0,10.46666667,-9.964546472,30.8978798,0.78,ns,PHX2481,N2
DMS.E.S4.R7,17,17,15,21,7/12/23,DMSO,PHX2481,4,7/6/23,6,7,17.5,16.175,19.35273811,248.8,0,10.46666667,-9.964546472,30.8978798,0.78,ns,PHX2481,N2
DMS.E.S4.R8,66,68,63,64,7/12/23,DMSO,PHX2481,4,7/6/23,6,8,65.25,16.175,19.35273811,248.8,0,10.46666667,-9.964546472,30.8978798,0.78,ns,PHX2481,N2
DMS.E.S4.R10,29,31,29,32,7/12/23,DMSO,PHX2481,4,7/6/23,6,10,30.25,16.175,19.35273811,248.8,0,10.46666667,-9.964546472,30.8978798,0.78,ns,PHX2481,N2
DMS.D.S4.R1,30,29,28,33,7/13/23,DMSO,PHX2502,4,7/6/23,7,1,30,33.65,10.65833008,196.7,0,26.10555556,5.674342417,46.53676869,0.00343,**,PHX2502,N2
DMS.D.S4.R2,34,31,32,37,7/13/23,DMSO,PHX2502,4,7/6/23,7,2,33.5,33.65,10.65833008,196.7,0,26.10555556,5.674342417,46.53676869,0.00343,**,PHX2502,N2
DMS.D.S4.R4,53,56,54,56,7/13/23,DMSO,PHX2502,4,7/6/23,7,4,54.75,33.65,10.65833008,196.7,0,26.10555556,5.674342417,46.53676869,0.00343,**,PHX2502,N2
DMS.D.S4.R5,29,32,32,34,7/13/23,DMSO,PHX2502,4,7/6/23,7,5,31.75,33.65,10.65833008,196.7,0,26.10555556,5.674342417,46.53676869,0.00343,**,PHX2502,N2
DMS.D.S4.R6,43,45,43,48,7/13/23,DMSO,PHX2502,4,7/6/23,7,6,44.75,33.65,10.65833008,196.7,0,26.10555556,5.674342417,46.53676869,0.00343,**,PHX2502,N2
DMS.D.S4.R7,22,22,22,29,7/13/23,DMSO,PHX2502,4,7/6/23,7,7,23.75,33.65,10.65833008,196.7,0,26.10555556,5.674342417,46.53676869,0.00343,**,PHX2502,N2
DMS.D.S4.R8,16,17,17,18,7/13/23,DMSO,PHX2502,4,7/6/23,7,8,17,33.65,10.65833008,196.7,0,26.10555556,5.674342417,46.53676869,0.00343,**,PHX2502,N2
DMS.D.S4.R9,39,37,29,43,7/13/23,DMSO,PHX2502,4,7/6/23,7,9,37,33.65,10.65833008,196.7,0,26.10555556,5.674342417,46.53676869,0.00343,**,PHX2502,N2
DMS.D.S4.R10,29,27,24,29,7/13/23,DMSO,PHX2502,4,7/6/23,7,10,27.25,33.65,10.65833008,196.7,0,26.10555556,5.674342417,46.53676869,0.00343,**,PHX2502,N2
DMS.C.S4.R1,40,40,38,40,7/12/23,DMSO,PHX2647,4,7/6/23,6,1,39.5,26.525,22.38565079,281.575,0,19.325,-0.561282584,39.21128258,0.0633,ns,PHX2647,N2
DMS.C.S4.R2,3,3,3,3,7/14/23,DMSO,PHX2647,4,7/6/23,8,2,3,26.525,22.38565079,281.575,0,19.325,-0.561282584,39.21128258,0.0633,ns,PHX2647,N2
DMS.C.S4.R3,14,14,13,14,7/13/23,DMSO,PHX2647,4,7/6/23,7,3,13.75,26.525,22.38565079,281.575,0,19.325,-0.561282584,39.21128258,0.0633,ns,PHX2647,N2
DMS.C.S4.R4,34,35,30,32,7/13/23,DMSO,PHX2647,4,7/6/23,7,4,32.75,26.525,22.38565079,281.575,0,19.325,-0.561282584,39.21128258,0.0633,ns,PHX2647,N2
DMS.C.S4.R5,75,81,78,83,7/12/23,DMSO,PHX2647,4,7/6/23,6,5,79.25,26.525,22.38565079,281.575,0,19.325,-0.561282584,39.21128258,0.0633,ns,PHX2647,N2
DMS.C.S4.R6,16,16,12,17,7/13/23,DMSO,PHX2647,4,7/6/23,7,6,15.25,26.525,22.38565079,281.575,0,19.325,-0.561282584,39.21128258,0.0633,ns,PHX2647,N2
DMS.C.S4.R7,25,25,22,24,7/13/23,DMSO,PHX2647,4,7/6/23,7,7,24,26.525,22.38565079,281.575,0,19.325,-0.561282584,39.21128258,0.0633,ns,PHX2647,N2
DMS.C.S4.R8,6,6,7,7,7/14/23,DMSO,PHX2647,4,7/6/23,8,8,6.5,26.525,22.38565079,281.575,0,19.325,-0.561282584,39.21128258,0.0633,ns,PHX2647,N2
DMS.C.S4.R9,38,38,33,40,7/12/23,DMSO,PHX2647,4,7/6/23,6,9,37.25,26.525,22.38565079,281.575,0,19.325,-0.561282584,39.21128258,0.0633,ns,PHX2647,N2
DMS.C.S4.R10,13,15,13,15,7/13/23,DMSO,PHX2647,4,7/6/23,7,10,14,26.525,22.38565079,281.575,0,19.325,-0.561282584,39.21128258,0.0633,ns,PHX2647,N2
DMS.F.S5.R1,8,8,6,8,7/16/23,DMSO,ECA2687,5,7/7/23,9,1,7.5,9.975,7.970823532,139.35,0,-11.54375,-23.17500346,0.087503459,0.0533,ns,ECA2687,N2
DMS.F.S5.R2,16,21,14,21,7/14/23,DMSO,ECA2687,5,7/7/23,7,2,18,9.975,7.970823532,139.35,0,-11.54375,-23.17500346,0.087503459,0.0533,ns,ECA2687,N2
DMS.F.S5.R4,1,1,1,1,7/17/23,DMSO,ECA2687,5,7/7/23,10,4,1,9.975,7.970823532,139.35,0,-11.54375,-23.17500346,0.087503459,0.0533,ns,ECA2687,N2
DMS.F.S5.R5,20,23,19,24,7/15/23,DMSO,ECA2687,5,7/7/23,8,5,21.5,9.975,7.970823532,139.35,0,-11.54375,-23.17500346,0.087503459,0.0533,ns,ECA2687,N2
DMS.F.S5.R6,15,15,15,17,7/15/23,DMSO,ECA2687,5,7/7/23,8,6,15.5,9.975,7.970823532,139.35,0,-11.54375,-23.17500346,0.087503459,0.0533,ns,ECA2687,N2
DMS.F.S5.R8,19,14,12,21,7/15/23,DMSO,ECA2687,5,7/7/23,8,8,16.5,9.975,7.970823532,139.35,0,-11.54375,-23.17500346,0.087503459,0.0533,ns,ECA2687,N2
DMS.F.S5.R9,14,13,11,16,7/15/23,DMSO,ECA2687,5,7/7/23,8,9,13.5,9.975,7.970823532,139.35,0,-11.54375,-23.17500346,0.087503459,0.0533,ns,ECA2687,N2
DMS.F.S5.R10,6,4,4,7,7/16/23,DMSO,ECA2687,5,7/7/23,9,10,5.25,9.975,7.970823532,139.35,0,-11.54375,-23.17500346,0.087503459,0.0533,ns,ECA2687,N2
DMS.G.S5.R1,1,1,0,1,7/17/23,DMSO,ECA2688,5,7/7/23,10,1,0.75,12.5,29.737042,212.1,0,0.085714286,-11.99828529,12.16971386,1,ns,ECA2688,N2
DMS.G.S5.R3,0,0,0,0,7/27/23,DMSO,ECA2688,5,7/7/23,20,3,0,12.5,29.737042,212.1,0,0.085714286,-11.99828529,12.16971386,1,ns,ECA2688,N2
DMS.G.S5.R4,0,0,0,1,7/27/23,DMSO,ECA2688,5,7/7/23,20,4,0.25,12.5,29.737042,212.1,0,0.085714286,-11.99828529,12.16971386,1,ns,ECA2688,N2
DMS.G.S5.R5,2,1,1,2,7/17/23,DMSO,ECA2688,5,7/7/23,10,5,1.5,12.5,29.737042,212.1,0,0.085714286,-11.99828529,12.16971386,1,ns,ECA2688,N2
DMS.G.S5.R7,0,0,0,0,7/27/23,DMSO,ECA2688,5,7/7/23,20,7,0,12.5,29.737042,212.1,0,0.085714286,-11.99828529,12.16971386,1,ns,ECA2688,N2
DMS.G.S5.R8,0,0,0,0,7/27/23,DMSO,ECA2688,5,7/7/23,20,8,0,12.5,29.737042,212.1,0,0.085714286,-11.99828529,12.16971386,1,ns,ECA2688,N2
DMS.G.S5.R9,2,2,2,4,7/15/23,DMSO,ECA2688,5,7/7/23,8,9,2.5,12.5,29.737042,212.1,0,0.085714286,-11.99828529,12.16971386,1,ns,ECA2688,N2
DMS.H.S5.R1,38,39,38,43,7/14/23,DMSO,ECA2689,5,7/7/23,7,1,39.5,22.975,8.391008746,203.525,0,-22.67222222,-33.93876854,-11.40567591,4.35e-07,****,ECA2689,N2
DMS.H.S5.R2,23,24,22,27,7/14/23,DMSO,ECA2689,5,7/7/23,7,2,24,22.975,8.391008746,203.525,0,-22.67222222,-33.93876854,-11.40567591,4.35e-07,****,ECA2689,N2
DMS.H.S5.R4,12,13,13,13,7/15/23,DMSO,ECA2689,5,7/7/23,8,4,12.75,22.975,8.391008746,203.525,0,-22.67222222,-33.93876854,-11.40567591,4.35e-07,****,ECA2689,N2
DMS.H.S5.R5,17,20,16,27,7/15/23,DMSO,ECA2689,5,7/7/23,8,5,20,22.975,8.391008746,203.525,0,-22.67222222,-33.93876854,-11.40567591,4.35e-07,****,ECA2689,N2
DMS.H.S5.R6,19,17,14,20,7/15/23,DMSO,ECA2689,5,7/7/23,8,6,17.5,22.975,8.391008746,203.525,0,-22.67222222,-33.93876854,-11.40567591,4.35e-07,****,ECA2689,N2
DMS.H.S5.R7,20,23,17,23,7/15/23,DMSO,ECA2689,5,7/7/23,8,7,20.75,22.975,8.391008746,203.525,0,-22.67222222,-33.93876854,-11.40567591,4.35e-07,****,ECA2689,N2
DMS.H.S5.R8,20,20,20,22,7/15/23,DMSO,ECA2689,5,7/7/23,8,8,20.5,22.975,8.391008746,203.525,0,-22.67222222,-33.93876854,-11.40567591,4.35e-07,****,ECA2689,N2
DMS.H.S5.R9,37,38,29,41,7/14/23,DMSO,ECA2689,5,7/7/23,7,9,36.25,22.975,8.391008746,203.525,0,-22.67222222,-33.93876854,-11.40567591,4.35e-07,****,ECA2689,N2
DMS.H.S5.R10,19,21,15,25,7/15/23,DMSO,ECA2689,5,7/7/23,8,10,20,22.975,8.391008746,203.525,0,-22.67222222,-33.93876854,-11.40567591,4.35e-07,****,ECA2689,N2
DMS.I.S5.R2,34,33,28,33,7/14/23,DMSO,ECA2690,5,7/7/23,7,2,32,22.7,7.215723572,182.775,0,-22.2,-33.46654631,-10.93345369,7.58e-07,****,ECA2690,N2
DMS.I.S5.R3,26,24,24,38,7/15/23,DMSO,ECA2690,5,7/7/23,8,3,28,22.7,7.215723572,182.775,0,-22.2,-33.46654631,-10.93345369,7.58e-07,****,ECA2690,N2
DMS.I.S5.R4,29,32,25,38,7/14/23,DMSO,ECA2690,5,7/7/23,7,4,31,22.7,7.215723572,182.775,0,-22.2,-33.46654631,-10.93345369,7.58e-07,****,ECA2690,N2
DMS.I.S5.R5,20,22,17,22,7/15/23,DMSO,ECA2690,5,7/7/23,8,5,20.25,22.7,7.215723572,182.775,0,-22.2,-33.46654631,-10.93345369,7.58e-07,****,ECA2690,N2
DMS.I.S5.R6,12,13,12,15,7/15/23,DMSO,ECA2690,5,7/7/23,8,6,13,22.7,7.215723572,182.775,0,-22.2,-33.46654631,-10.93345369,7.58e-07,****,ECA2690,N2
DMS.I.S5.R7,24,26,21,30,7/15/23,DMSO,ECA2690,5,7/7/23,8,7,25.25,22.7,7.215723572,182.775,0,-22.2,-33.46654631,-10.93345369,7.58e-07,****,ECA2690,N2
DMS.I.S5.R8,8,10,9,12,7/15/23,DMSO,ECA2690,5,7/7/23,8,8,9.75,22.7,7.215723572,182.775,0,-22.2,-33.46654631,-10.93345369,7.58e-07,****,ECA2690,N2
DMS.I.S5.R9,28,22,21,27,7/15/23,DMSO,ECA2690,5,7/7/23,8,9,24.5,22.7,7.215723572,182.775,0,-22.2,-33.46654631,-10.93345369,7.58e-07,****,ECA2690,N2
DMS.I.S5.R10,23,22,23,25,7/14/23,DMSO,ECA2690,5,7/7/23,7,10,23.25,22.7,7.215723572,182.775,0,-22.2,-33.46654631,-10.93345369,7.58e-07,****,ECA2690,N2
DMS.B.S5.R1,3,3,3,5,7/15/23,DMSO,ECA882,5,7/7/23,8,1,3.5,3.975,4.06791306,266.975,0,-2.95,-14.21654631,8.316546315,0.995,ns,ECA882,N2
DMS.B.S5.R3,3,3,4,2,7/16/23,DMSO,ECA882,5,7/7/23,9,3,3,3.975,4.06791306,266.975,0,-2.95,-14.21654631,8.316546315,0.995,ns,ECA882,N2
DMS.B.S5.R4,3,3,3,4,7/16/23,DMSO,ECA882,5,7/7/23,9,4,3.25,3.975,4.06791306,266.975,0,-2.95,-14.21654631,8.316546315,0.995,ns,ECA882,N2
DMS.B.S5.R5,1,1,1,1,7/17/23,DMSO,ECA882,5,7/7/23,10,5,1,3.975,4.06791306,266.975,0,-2.95,-14.21654631,8.316546315,0.995,ns,ECA882,N2
DMS.B.S5.R6,0,0,0,0,7/14/23,DMSO,ECA882,5,7/7/23,7,6,0,3.975,4.06791306,266.975,0,-2.95,-14.21654631,8.316546315,0.995,ns,ECA882,N2
DMS.B.S5.R7,7,7,7,10,7/15/23,DMSO,ECA882,5,7/7/23,8,7,7.75,3.975,4.06791306,266.975,0,-2.95,-14.21654631,8.316546315,0.995,ns,ECA882,N2
DMS.B.S5.R8,13,13,13,14,7/14/23,DMSO,ECA882,5,7/7/23,7,8,13.25,3.975,4.06791306,266.975,0,-2.95,-14.21654631,8.316546315,0.995,ns,ECA882,N2
DMS.B.S5.R9,0,0,0,2,7/27/23,DMSO,ECA882,5,7/7/23,20,9,0.5,3.975,4.06791306,266.975,0,-2.95,-14.21654631,8.316546315,0.995,ns,ECA882,N2
DMS.B.S5.R10,2,1,1,2,7/17/23,DMSO,ECA882,5,7/7/23,10,10,1.5,3.975,4.06791306,266.975,0,-2.95,-14.21654631,8.316546315,0.995,ns,ECA882,N2
DMS.A.S5.R1,0,0,0,0,7/27/23,DMSO,N2,5,7/7/23,20,1,0,0.8,0.888194173,242.675,,,,,,,N2,N2
DMS.A.S5.R2,0,0,0,0,7/16/23,DMSO,N2,5,7/7/23,9,2,0,0.8,0.888194173,242.675,,,,,,,N2,N2
DMS.A.S5.R3,0,0,1,0,NA,DMSO,N2,5,7/7/23,06/23/1776,3,0.25,0.8,0.888194173,242.675,,,,,,,N2,N2
DMS.A.S5.R4,1,1,0,3,7/17/23,DMSO,N2,5,7/7/23,10,4,1.25,0.8,0.888194173,242.675,,,,,,,N2,N2
DMS.A.S5.R5,0,0,0,1,7/17/23,DMSO,N2,5,7/7/23,10,5,0.25,0.8,0.888194173,242.675,,,,,,,N2,N2
DMS.A.S5.R6,1,1,1,6,7/16/23,DMSO,N2,5,7/7/23,9,6,2.25,0.8,0.888194173,242.675,,,,,,,N2,N2
DMS.A.S5.R7,0,0,0,1,7/17/23,DMSO,N2,5,7/7/23,10,7,0.25,0.8,0.888194173,242.675,,,,,,,N2,N2
DMS.A.S5.R8,0,0,0,1,7/16/23,DMSO,N2,5,7/7/23,9,8,0.25,0.8,0.888194173,242.675,,,,,,,N2,N2
DMS.A.S5.R9,1,3,1,4,7/15/23,DMSO,N2,5,7/7/23,8,9,2.25,0.8,0.888194173,242.675,,,,,,,N2,N2
DMS.A.S5.R10,1,1,1,2,7/16/23,DMSO,N2,5,7/7/23,9,10,1.25,0.8,0.888194173,242.675,,,,,,,N2,N2
DMS.E.S5.R1,1,1,1,1,7/16/23,DMSO,PHX2481,5,7/7/23,9,1,1,1.275,1.676843927,248.8,0,0.616666667,-10.64987965,11.88321298,1,ns,PHX2481,N2
DMS.E.S5.R2,0,0,0,0,NA,DMSO,PHX2481,5,7/7/23,06/23/1776,2,0,1.275,1.676843927,248.8,0,0.616666667,-10.64987965,11.88321298,1,ns,PHX2481,N2
DMS.E.S5.R3,2,2,2,2,7/16/23,DMSO,PHX2481,5,7/7/23,9,3,2,1.275,1.676843927,248.8,0,0.616666667,-10.64987965,11.88321298,1,ns,PHX2481,N2
DMS.E.S5.R4,0,0,0,0,7/27/23,DMSO,PHX2481,5,7/7/23,20,4,0,1.275,1.676843927,248.8,0,0.616666667,-10.64987965,11.88321298,1,ns,PHX2481,N2
DMS.E.S5.R5,0,0,0,0,7/27/23,DMSO,PHX2481,5,7/7/23,20,5,0,1.275,1.676843927,248.8,0,0.616666667,-10.64987965,11.88321298,1,ns,PHX2481,N2
DMS.E.S5.R6,0,0,0,0,7/27/23,DMSO,PHX2481,5,7/7/23,20,6,0,1.275,1.676843927,248.8,0,0.616666667,-10.64987965,11.88321298,1,ns,PHX2481,N2
DMS.E.S5.R7,2,2,2,2,7/15/23,DMSO,PHX2481,5,7/7/23,8,7,2,1.275,1.676843927,248.8,0,0.616666667,-10.64987965,11.88321298,1,ns,PHX2481,N2
DMS.E.S5.R8,5,5,5,5,7/15/23,DMSO,PHX2481,5,7/7/23,8,8,5,1.275,1.676843927,248.8,0,0.616666667,-10.64987965,11.88321298,1,ns,PHX2481,N2
DMS.E.S5.R10,3,2,3,3,7/15/23,DMSO,PHX2481,5,7/7/23,8,10,2.75,1.275,1.676843927,248.8,0,0.616666667,-10.64987965,11.88321298,1,ns,PHX2481,N2
DMS.D.S5.R1,24,27,22,26,7/14/23,DMSO,PHX2502,5,7/7/23,7,1,24.75,23.525,13.61649837,196.7,0,22.33888889,11.07234257,33.6054352,6.44e-07,****,PHX2502,N2
DMS.D.S5.R2,40,43,39,46,7/14/23,DMSO,PHX2502,5,7/7/23,7,2,42,23.525,13.61649837,196.7,0,22.33888889,11.07234257,33.6054352,6.44e-07,****,PHX2502,N2
DMS.D.S5.R4,0,0,0,0,7/14/23,DMSO,PHX2502,5,7/7/23,7,4,0,23.525,13.61649837,196.7,0,22.33888889,11.07234257,33.6054352,6.44e-07,****,PHX2502,N2
DMS.D.S5.R5,8,6,5,9,7/15/23,DMSO,PHX2502,5,7/7/23,8,5,7,23.525,13.61649837,196.7,0,22.33888889,11.07234257,33.6054352,6.44e-07,****,PHX2502,N2
DMS.D.S5.R6,40,43,34,41,NA,DMSO,PHX2502,5,7/7/23,06/23/1776,6,39.5,23.525,13.61649837,196.7,0,22.33888889,11.07234257,33.6054352,6.44e-07,****,PHX2502,N2
DMS.D.S5.R7,17,16,16,19,7/15/23,DMSO,PHX2502,5,7/7/23,8,7,17,23.525,13.61649837,196.7,0,22.33888889,11.07234257,33.6054352,6.44e-07,****,PHX2502,N2
DMS.D.S5.R8,33,38,35,38,7/14/23,DMSO,PHX2502,5,7/7/23,7,8,36,23.525,13.61649837,196.7,0,22.33888889,11.07234257,33.6054352,6.44e-07,****,PHX2502,N2
DMS.D.S5.R9,23,25,24,25,7/14/23,DMSO,PHX2502,5,7/7/23,7,9,24.25,23.525,13.61649837,196.7,0,22.33888889,11.07234257,33.6054352,6.44e-07,****,PHX2502,N2
DMS.D.S5.R10,18,19,15,19,7/15/23,DMSO,PHX2502,5,7/7/23,8,10,17.75,23.525,13.61649837,196.7,0,22.33888889,11.07234257,33.6054352,6.44e-07,****,PHX2502,N2
DMS.C.S5.R1,3,3,2,7,7/15/23,DMSO,PHX2647,5,7/7/23,8,1,3.75,6.9,10.0879466,281.575,0,6.1,-4.866050927,17.06605093,0.695,ns,PHX2647,N2
DMS.C.S5.R2,0,0,0,0,7/27/23,DMSO,PHX2647,5,7/7/23,20,2,0,6.9,10.0879466,281.575,0,6.1,-4.866050927,17.06605093,0.695,ns,PHX2647,N2
DMS.C.S5.R3,1,1,1,2,7/16/23,DMSO,PHX2647,5,7/7/23,9,3,1.25,6.9,10.0879466,281.575,0,6.1,-4.866050927,17.06605093,0.695,ns,PHX2647,N2
DMS.C.S5.R4,28,29,25,32,7/14/23,DMSO,PHX2647,5,7/7/23,7,4,28.5,6.9,10.0879466,281.575,0,6.1,-4.866050927,17.06605093,0.695,ns,PHX2647,N2
DMS.C.S5.R5,22,23,18,27,7/14/23,DMSO,PHX2647,5,7/7/23,7,5,22.5,6.9,10.0879466,281.575,0,6.1,-4.866050927,17.06605093,0.695,ns,PHX2647,N2
DMS.C.S5.R6,2,2,2,2,7/16/23,DMSO,PHX2647,5,7/7/23,9,6,2,6.9,10.0879466,281.575,0,6.1,-4.866050927,17.06605093,0.695,ns,PHX2647,N2
DMS.C.S5.R7,5,8,5,8,7/14/23,DMSO,PHX2647,5,7/7/23,7,7,6.5,6.9,10.0879466,281.575,0,6.1,-4.866050927,17.06605093,0.695,ns,PHX2647,N2
DMS.C.S5.R8,0,0,0,1,7/17/23,DMSO,PHX2647,5,7/7/23,10,8,0.25,6.9,10.0879466,281.575,0,6.1,-4.866050927,17.06605093,0.695,ns,PHX2647,N2
DMS.C.S5.R9,3,3,2,5,7/15/23,DMSO,PHX2647,5,7/7/23,8,9,3.25,6.9,10.0879466,281.575,0,6.1,-4.866050927,17.06605093,0.695,ns,PHX2647,N2
DMS.C.S5.R10,1,1,1,1,7/17/23,DMSO,PHX2647,5,7/7/23,10,10,1,6.9,10.0879466,281.575,0,6.1,-4.866050927,17.06605093,0.695,ns,PHX2647,N2
